ID,TARGET
2,0.061506566
5,0.05947827
6,0.00059827004
7,0.010911052
9,0.0039462107
11,0.1613397
12,0.08751794
15,0.13139123
16,0.02906869
17,0.027560664
19,0.017694876
21,0.0014541293
22,0.012954781
24,0.016805718
27,0.0073480555
28,0.0088304365
30,0.2688298
33,0.00063551887
35,0.011263328
37,0.05556728
38,0.04642353
40,0.19313791
41,0.017875541
44,0.009370849
46,0.045288038
47,0.00056382176
48,0.0003552794
50,0.009002612
52,0.17670794
53,0.0055694757
55,0.017459296
57,0.0036808704
58,0.003733075
59,0.0179588
62,0.023697538
63,0.0096229855
64,0.013144304
65,0.0050105364
67,0.0114572765
69,0.06262099
70,0.00025674756
71,0.016371336
72,0.0026019746
73,0.00018971924
76,0.0020900618
78,0.008281097
79,0.08559967
81,0.00026726408
85,0.0096523
86,0.00030587806
89,0.012341394
94,0.08684083
96,0.00035213868
97,0.012288122
98,0.0015765461
99,0.008848216
100,0.25643894
103,0.10997637
104,0.0071865306
108,0.008726724
110,0.0015555419
112,0.033383984
114,0.02914756
116,0.027434336
117,0.01568407
119,0.00182394
120,0.00041246394
121,0.00039544058
123,0.008780512
124,0.021803522
126,0.0007256572
128,0.027565982
129,0.14009377
133,0.026697192
138,0.009647606
147,0.027132398
149,0.008899288
158,0.00026396313
160,0.0018535136
164,0.051583767
167,0.07066133
168,0.004821629
174,0.006731796
181,0.03952547
185,0.030609824
187,0.021496287
189,0.009165578
190,0.05774626
194,0.0076135467
197,0.020386126
198,0.014614901
201,0.031623702
205,0.0020525262
208,0.16002266
211,0.009521645
216,0.04222832
219,0.056608163
223,0.0017581927
224,0.058793865
226,0.008120403
229,0.008230904
230,0.01806287
237,0.014018059
238,0.018139094
240,0.05445716
243,0.00037453522
245,0.11815079
246,0.36578652
247,0.0014125757
248,0.0054087825
249,0.00030317393
250,0.23339057
251,0.007551064
255,0.10529415
256,0.05263235
257,0.06322188
260,0.13501126
261,0.0001002905
263,0.21569777
264,0.17726265
267,0.015892358
268,0.021773674
272,0.009097331
274,0.005137081
275,0.008078898
277,0.32173777
278,0.6512662
280,0.013953303
281,0.022282664
282,0.12525916
283,0.0053169513
284,0.038093407
286,0.012647426
290,0.0066744015
291,0.032324094
293,0.03787574
295,0.11396438
297,0.00016048092
298,0.08366446
300,0.0013013453
304,0.005766214
305,0.00039130307
308,0.0007887175
309,0.005892219
310,0.00320538
312,0.027597839
313,0.14585534
315,0.09405316
317,0.01988775
318,0.03570464
321,0.0020076318
323,0.06483009
325,0.004412036
326,0.01078384
327,0.011788559
328,0.120615646
329,0.012139391
330,0.0011542526
331,0.003739465
334,0.116871014
335,0.0093934955
336,0.056565538
337,0.00028242072
338,0.03591706
339,0.007463719
341,0.054645274
343,0.0057312655
346,0.0014421983
348,0.00044749305
350,0.1166526
351,0.000107326836
352,0.0144130355
357,0.08349509
358,0.0072221304
360,0.0021306856
361,0.006244581
364,0.008137103
365,0.03219346
366,0.010766249
367,0.0055234237
368,0.0019910529
370,0.0005072486
372,0.00030632195
376,0.00015449221
377,0.0043802024
379,0.0063453317
380,0.0046615615
381,0.1572659
385,0.0147529775
386,0.023501797
389,0.030885004
391,0.0691275
392,0.0018405854
393,0.0036223482
395,0.033242296
396,0.0016413954
397,6.017399e-05
398,0.023668183
399,0.058588345
400,0.00469326
401,0.05789201
403,0.0010042795
405,0.027155403
406,0.008911881
409,0.0061641964
411,0.0145451315
413,0.008348275
418,0.00058741
419,0.008988487
422,0.0144130355
424,0.19357114
425,0.04403083
427,0.00035213868
430,0.00040054845
431,0.007463719
434,0.04358848
435,0.044780333
437,0.033109386
438,0.00031385335
439,0.13450435
442,0.0096229855
446,0.09399737
450,0.014434428
451,0.0033895576
452,0.004937711
454,0.00015692505
455,0.00071524334
463,0.013449484
464,0.013956984
465,0.0003335302
467,0.1906391
468,0.05139756
470,0.010463397
472,0.14850618
473,0.010832486
475,0.000171426
476,0.0024580867
479,0.01035883
481,0.00029321626
483,0.031407148
484,0.017456546
486,0.026446221
487,0.0017518713
491,0.014673097
494,0.0071819085
495,0.00048631773
497,0.031047046
498,0.00011720667
499,0.004960256
503,0.020968297
504,0.019001301
505,0.005686077
506,0.012386329
507,0.10792316
508,0.1157936
509,0.013132001
510,0.00016608788
511,0.004807521
512,0.03741738
516,0.0026374576
518,0.013594913
519,0.0044689355
520,0.0037116108
521,0.0025040633
522,0.0010535879
524,0.06851471
525,0.003410125
526,0.0019470572
528,0.009516699
529,0.013088432
531,0.15267742
532,0.11306618
534,0.14952871
536,0.0347878
539,0.15147087
540,0.012559975
541,0.0005837918
542,0.086476006
545,0.014785763
546,0.0007294216
552,0.008558319
556,0.00048813253
557,0.0014029219
559,0.0073879906
562,0.03601651
563,0.007514954
565,0.02124534
569,0.0014593273
570,0.12998529
574,0.010156251
575,0.0034217348
585,0.013263979
589,0.045565326
590,0.009105127
592,0.014614901
593,0.05517066
594,0.005366202
595,0.007463719
597,0.00022047471
601,0.0019053693
603,0.027780665
604,0.0003595832
605,0.023016073
607,0.0003627
608,0.0068450705
610,0.015713507
612,0.07026526
613,0.03379712
615,0.00015645336
616,0.13159716
617,0.02068024
619,0.023864774
620,0.097760625
621,0.0027607384
624,0.03880439
625,0.0057142586
628,0.0015137093
629,0.16648352
630,0.017642496
632,0.014470215
634,0.000118821736
637,0.02955649
638,0.03670563
642,0.041558728
643,0.011726754
644,0.053870626
646,0.0006901395
655,0.010007191
660,0.009760911
664,0.01272587
665,0.021218203
666,0.00026396313
670,0.04740976
671,0.32023808
672,0.0129645085
675,0.0028726344
676,0.07154595
677,0.03326599
678,0.00060261425
680,0.003389313
683,0.15322286
684,0.0834724
685,0.038054097
691,0.047415487
693,0.0002860277
696,0.0009229629
698,0.0010903946
699,0.009516699
700,0.019578297
703,0.003255687
704,0.008774305
705,0.008055698
707,0.20614372
709,0.045776084
711,0.2669017
713,0.0065638414
716,0.0010583622
719,0.000545028
721,0.012143634
722,0.0019474243
723,0.028281027
724,0.0015347741
727,0.000608804
728,0.0067800027
729,0.0005435583
733,0.0122525925
736,0.0073639364
739,0.036730804
742,0.21899773
743,0.030195339
744,0.00071524334
745,0.1576339
747,0.011334708
749,0.025678221
750,0.02992949
751,0.04497309
752,3.5060446e-05
755,0.0036312237
756,0.00036741456
762,0.020100733
763,0.040938225
764,0.01890324
765,0.014028607
766,0.014412398
769,0.030275976
770,0.12569627
773,0.004183847
774,0.025269842
776,0.010048122
777,0.008016903
778,0.0040035546
779,0.005632885
780,0.00027002464
781,0.044320073
786,0.027918871
788,0.0024012201
794,0.015584906
796,0.21301289
801,0.0442919
802,0.028123206
803,0.004705254
804,0.00040445468
805,0.003283774
809,0.041710805
810,0.047108456
817,0.0242596
819,0.007476228
821,0.029327119
824,0.24389833
825,0.0026771938
826,0.07177488
830,0.0061094332
831,0.0024916942
832,0.010405564
833,0.0046312413
837,0.013762104
839,7.083949e-05
840,0.00023671966
841,0.029115157
842,0.0023992187
843,0.0015041177
844,0.039721087
845,0.09399737
848,0.008570088
853,0.056923732
854,7.874231e-05
855,0.00088137225
856,0.002826579
861,0.005424535
865,0.027132398
866,0.00026572184
867,0.007883447
870,0.005658588
871,0.04602611
872,0.0036998894
873,0.008120403
874,0.059402533
875,0.0070707956
876,0.0052051735
879,0.009516699
880,0.0003627
883,0.015701108
884,0.009883536
886,0.016807705
890,0.0014029219
892,0.02378277
893,0.032984056
894,0.051500686
895,0.032434788
896,0.021328006
897,0.000822783
899,0.19391239
900,0.0044865636
901,0.00078822084
902,0.15975648
905,0.008051189
912,0.15184718
914,0.19575197
915,0.09168736
917,0.22148561
918,0.0008648698
919,0.0137884375
921,0.00058741
922,0.0066754855
923,0.0029841934
926,0.0007322273
929,0.0045192903
930,0.008202374
931,0.050220445
937,0.0014440006
938,0.007035427
939,0.026672807
941,0.023621026
946,0.0002942973
947,0.008444529
950,0.00041348144
951,0.004000037
952,0.01923513
953,0.015003828
954,9.804161e-05
955,0.009516699
956,0.10100711
957,0.058390707
960,0.017422605
963,0.28932074
966,0.0154955
969,0.0058187484
971,0.0046865665
972,0.00083043193
975,0.0042953687
980,0.009713012
982,0.14291957
983,0.0012061048
985,0.57893175
987,0.0021449693
988,0.006031055
991,0.0058505484
992,0.00021960489
995,0.20034245
996,0.002710277
998,0.0012761792
1001,0.2110836
1002,0.014675269
1004,0.005986907
1005,0.037796237
1010,0.0013854139
1011,6.017399e-05
1012,0.00025674756
1013,0.0716103
1014,0.013927876
1015,0.11168122
1016,0.0062942463
1022,8.810416e-05
1023,0.026460234
1024,0.0006208183
1025,0.007187191
1026,0.24492274
1028,0.0044500357
1029,0.012250158
1032,0.047108456
1034,0.109153524
1036,0.007937637
1037,0.0011398939
1039,0.11643716
1042,0.0022272512
1045,0.024808155
1046,0.01590419
1050,0.006806139
1052,0.028048707
1055,0.01078384
1057,0.009019986
1058,0.00026396313
1060,0.00021963274
1062,0.0028630255
1063,0.02923601
1064,0.06487312
1065,0.10588202
1066,0.000957626
1067,0.14232747
1068,0.009137222
1070,0.0474345
1072,0.008970978
1077,0.6028936
1078,0.0072329044
1079,0.0016615007
1081,0.041271403
1082,0.21566407
1093,0.010051206
1094,0.036804415
1102,0.016458986
1103,0.08249778
1106,0.0011959107
1107,0.20803635
1112,0.039553776
1113,0.0010637307
1114,0.032905307
1116,0.0011676096
1118,0.00761488
1120,0.015713507
1121,0.021341009
1128,0.06833649
1130,0.07569168
1132,0.0027064055
1135,0.0066192797
1138,0.06471664
